cell_site,calling,called,startdate,enddate,duration
7667,3384951177,3793959750,1672639815,1672640087,272
7886,3280964728,3817316561,1672539789,1672543310,3521
7916,3311718847,3387966152,1672593208,1672594116,908
7654,3715974031,3760569731,1672538809,1672540798,1989
7928,3520706195,3618873142,1672562415,1672565034,2619
7841,3360993964,3636867411,1672677998,1672681494,3496
7766,3510247121,3852595551,1672537858,1672540376,2518
7839,3703735129,3360993964,1672560097,1672561801,1704
7620,3312333615,3770447408,1672622364,1672623485,1121
7576,3783245561,3510244400,1672637185,1672638362,1177
7598,3783239924,3633420270,1672668664,1672669136,472
7708,3770021824,3713370078,1672697750,1672698719,969
7585,3636867411,3756453423,1672650010,1672651520,1510
7653,3510703546,3369998498,1672676815,1672679933,3118
7733,3816454165,3357483218,1672567813,1672568206,393
7709,3516039895,3792384220,1672595963,1672596156,193
7824,3496269445,3505098372,1672629453,1672630152,699
7791,3297463265,3770635361,1672685562,1672687052,1490
7602,3792902982,3453729665,1672567240,1672570679,3439
7547,3832902928,3909238838,1672538679,1672541781,3102
7929,3227457126,3626156564,1672583956,1672585192,1236
7661,3559110998,3701995648,1672598962,1672600956,1994
7683,3500894271,3500374658,1672677090,1672677520,430
7840,3820354437,3412825109,1672609656,1672612443,2787
7544,3399535232,3492478793,1672658660,1672659006,346
7525,3518669703,3428006164,1672691460,1672694886,3426
7936,3520376528,3755511676,1672687351,1672690264,2913
7521,3793338102,3901990690,1672662672,1672663759,1087
7767,3703718151,3339907603,1672609877,1672611384,1507
7863,3828365570,3772053179,1672603893,1672606804,2911
7951,3808324264,3625274012,1672620517,1672623539,3022
7951,3703871468,3500199935,1672563849,1672564317,468
7804,3505098372,3825229501,1672641014,1672641958,944
7930,3516673015,3364543015,1672703208,1672704106,898
7597,3802367797,3273500349,1672535379,1672538830,3451
7512,3360993964,3701534009,1672603314,1672605164,1850
7922,3318166135,3881477378,1672656755,1672660342,3587
7690,3286658957,3516258476,1672654993,1672658496,3503
7704,3247428249,3770101921,1672592706,1672596106,3400
7515,3887270940,3489728806,1672648733,1672649145,412
7659,3634786711,3244485293,1672685114,1672685843,729
7735,3430074045,3384240055,1672683375,1672683890,515
7794,3617734118,3713349754,1672691739,1672691966,227
7895,3234362962,3516514391,1672572922,1672573255,333
7882,3972364603,3755872268,1672584241,1672585347,1106
7529,3459030804,3387674757,1672671199,1672673296,2097
7759,3277605882,3716900301,1672543717,1672545248,1531
7962,3780609808,3613683164,1672627401,1672627629,228
7590,3701190899,3776066388,1672612494,1672613538,1044
7821,3899266183,3480687894,1672545771,1672548970,3199
7669,3904775198,3939952128,1672556512,1672558197,1685
7896,3439023335,3500365158,1672661109,1672662799,1690
7939,3500066230,3311152102,1672579394,1672582688,3294
7634,3209383861,3518014636,1672554359,1672557425,3066
7712,3485008994,3972364603,1672595153,1672596883,1730
7520,3501759100,3519601612,1672658667,1672659553,886
7504,3501759100,3519563836,1672628101,1672629494,1393
7915,3667680268,3913251733,1672594136,1672594880,744
7963,3484995752,3716900301,1672553741,1672555890,2149
7800,3780609808,3716273414,1672669399,1672671194,1795
7508,3855602893,3716258994,1672600758,1672603130,2372
7626,3668898102,3793389510,1672641310,1672643538,2228
7951,3533827120,3520706195,1672647135,1672649867,2732
7510,3855424474,3344019610,1672664167,1672664337,170
7766,3505098372,3433804879,1672653170,1672653429,259
7950,3806545488,3756601594,1672683896,1672683993,97
7894,3774339795,3385763781,1672622437,1672623970,1533
7511,3411618230,3477375368,1672699608,1672700558,950
7768,3391915886,3888559320,1672541822,1672541906,84
7484,3880285638,3517509185,1672614308,1672617617,3309
7645,3229058858,3737051610,1672535469,1672536384,915
7686,3365830990,3916289176,1672558578,1672558645,67
7565,3399052055,3778341199,1672688130,1672691044,2914
7781,3774580701,3487171044,1672613407,1672613499,92
7652,3432689543,3391915886,1672669103,1672672431,3328
7535,3513956646,3505477652,1672560621,1672561748,1127
7755,3779740455,3617734118,1672644345,1672646962,2617
7906,3433804879,3513201436,1672655187,1672656122,935
7848,3683766533,3520756859,1672564214,1672565013,799
7892,3519654779,3338703270,1672695722,1672698995,3273
7756,3887270940,3716537575,1672625249,1672626996,1747
7698,3515284591,3755392666,1672563661,1672567134,3473
7704,3772884106,3404058699,1672571453,1672574153,2700
7493,3297463265,3736592744,1672699194,1672701653,2459
7812,3471220483,3420432297,1672611185,1672613066,1881
7808,3509773875,3778549126,1672635070,1672637569,2499
7597,3774127586,3224716315,1672698616,1672699692,1076
7879,3448855696,3505638204,1672537432,1672538749,1317
7799,3776513891,3236102733,1672567379,1672570377,2998
7827,3420432297,3365942576,1672575708,1672577467,1759
7706,3736625083,3370636709,1672652279,1672653026,747
7957,3793086311,3606812411,1672626769,1672630091,3322
7688,3713808837,3772053179,1672624510,1672626673,2163
7980,3607178184,3397418363,1672563271,1672566359,3088
7727,3500199935,3757151210,1672637888,1672638691,803
7786,3899371911,3792032359,1672548061,1672550089,2028
7583,3903307060,3373384732,1672654329,1672655683,1354
7862,3505702787,3662180254,1672636972,1672639721,2749
7498,3520751702,3970117174,1672591646,1672592643,997
7967,3666457294,3783509527,1672589519,1672591740,2221
7736,3439023335,3806545488,1672633947,1672637134,3187
7662,3519069599,3730517636,1672589210,1672589827,617
7638,3613683164,3370636709,1672677540,1672678198,658
7663,3515723720,3374559242,1672657406,1672659539,2133
7503,3314836094,3426325549,1672686506,1672686795,289
7983,3501730685,3883042241,1672544724,1672545336,612
7881,3304625412,3682061100,1672542907,1672543161,254
7974,3518932404,3429856982,1672640873,1672642639,1766
7557,3716168623,3882242815,1672627424,1672628274,850
7651,3774125065,3760267716,1672685660,1672689196,3536
7539,3634786711,3755392666,1672565941,1672569125,3184
7844,3396285984,3516465662,1672669728,1672670452,724
7681,3711265369,3972709319,1672599999,1672601772,1773
7640,3909238838,3757562897,1672666101,1672667949,1848
7711,3505145247,3224716315,1672652670,1672655265,2595
7649,3391915886,3505702787,1672675501,1672676794,1293
7883,3713370078,3483164654,1672683829,1672684320,491
7795,3737154119,3224058172,1672549559,1672552967,3408
7544,3688683847,3362000049,1672663672,1672663783,111
7657,3922275620,3209383861,1672680076,1672683217,3141
7510,3975287541,3517721725,1672567375,1672567473,98
7771,3664170666,3777983879,1672680447,1672682035,1588
7657,3835382117,3505649239,1672607738,1672609354,1616
7976,3510247121,3246596716,1672666143,1672669378,3235
7731,3774127586,3829232696,1672602613,1672604617,2004
7696,3880285638,3333896808,1672633762,1672636811,3049
7620,3356860407,3396086535,1672587234,1672588833,1599
7815,3735733948,3774010081,1672553315,1672555858,2543
7814,3473765852,3738274418,1672561861,1672564827,2966
7892,3466911760,3514128943,1672696221,1672697801,1580
7764,3318697153,3774793839,1672638047,1672638963,916
7490,3533137446,3755798867,1672585301,1672588553,3252
7935,3400804807,3510380060,1672692694,1672695490,2796
7783,3779976989,3511271692,1672702702,1672706229,3527
7699,3701995648,3774066725,1672677487,1672679659,2172
7923,3736419952,3415546117,1672672868,1672673986,1118
7847,3791901535,3244485293,1672669781,1672671423,1642
7565,3756451663,3770021824,1672659095,1672659939,844
7506,3716488385,3836573197,1672680179,1672681351,1172
7537,3280964728,3857349323,1672677289,1672678177,888
7767,3400918687,3608868877,1672593525,1672596499,2974
7570,3618045231,3510771358,1672637009,1672640087,3078
7943,3428006164,3337544549,1672669649,1672672536,2887
7658,3509604974,3511359172,1672672848,1672675149,2301
7569,3395152943,3394330287,1672703847,1672705578,1731
7825,3882997884,3701898991,1672566518,1672567492,974
7657,3731419510,3713808837,1672602469,1672604449,1980
7640,3516223597,3773120434,1672625685,1672625938,253
7766,3922275620,3483164654,1672534251,1672535106,855
7794,3496269445,3770101921,1672629441,1672631103,1662
7819,3505873261,3710344260,1672674451,1672676633,2182
7690,3515723720,3604539807,1672550516,1672551116,600
7928,3475396323,3500803339,1672578299,1672579667,1368
7735,3359239884,3510247121,1672682073,1672683686,1613
7747,3372883226,3533827120,1672679163,1672680174,1011
7975,3520190170,3533371364,1672659270,1672662229,2959
7941,3402943525,3517077106,1672599202,1672602200,2998
7754,3664170666,3511862351,1672693127,1672693276,149
7552,3817621391,3925620998,1672653287,1672654591,1304
7713,3505869747,3489217083,1672615433,1672618135,2702
7891,3826760240,3512567240,1672567462,1672570936,3474
7978,3809484172,3776948966,1672633762,1672634438,676
7683,3809059934,3757246925,1672531288,1672532849,1561
7782,3520706195,3500499542,1672568745,1672572226,3481
7702,3760893269,3515125508,1672557284,1672557673,389
7922,3487171044,3760183458,1672544434,1672544593,159
7820,3783206719,3534191820,1672592055,1672592855,800
7524,3734737881,3510969660,1672676061,1672676393,332
7618,3770824086,3515125508,1672581461,1672583570,2109
7814,3783126683,3418534998,1672536764,1672540039,3275
7825,3509773875,3826760240,1672580053,1672582701,2648
7634,3911245524,3500391167,1672541900,1672542104,204
7739,3605726278,3851190615,1672558586,1672560905,2319
7685,3235635976,3313564074,1672665507,1672666381,874
7820,3666553782,3783083229,1672561516,1672565071,3555
7872,3500805881,3513599775,1672631304,1672634431,3127
7852,3760509236,3917278625,1672616598,1672617290,692
7704,3520931254,3760598102,1672546653,1672548370,1717
7660,3774127586,3614238812,1672591349,1672594839,3490
7935,3500391167,3426325549,1672679651,1672681771,2120
7907,3777776687,3399911573,1672648188,1672651161,2973
7550,3757562897,3778341199,1672560012,1672563150,3138
7908,3483164654,3978115672,1672672092,1672672537,445
7906,3311761694,3311274543,1672577571,1672579700,2129
7603,3512349371,3430074045,1672541089,1672542526,1437
7585,3886298125,3855602893,1672572335,1672573114,779
7841,3311208440,3703013906,1672566595,1672567287,692
7828,3780609808,3201432789,1672551883,1672552309,426
7944,3249791738,3356860407,1672642067,1672644442,2375
7636,3703718151,3820354437,1672561597,1672562798,1201
7635,3201432789,3667680268,1672531654,1672533093,1439
7891,3304625412,3378092448,1672556965,1672559781,2816
7931,3916289176,3777806071,1672565159,1672567261,2102
7974,3509773875,3416427576,1672694298,1672695846,1548
7751,3249247700,3383922351,1672695749,1672696682,933
7651,3518408774,3898995675,1672546646,1672549012,2366
7499,3293695955,3608868877,1672592822,1672593129,307
7654,3716746253,3303705369,1672610814,1672612396,1582
7632,3533827120,3244389794,1672543765,1672546458,2693
7708,3780813786,3280964728,1672651489,1672652248,759
7977,3827626797,3703275621,1672615870,1672616999,1129
7766,3716165213,3703275621,1672615413,1672615999,586
7816,3883861463,3518791447,1672568539,1672569270,731
7980,3311274543,3857349323,1672612769,1672613248,479
7704,3510244400,3918584946,1672631019,1672632129,1110
7568,3277605882,3357483218,1672663395,1672666105,2710
7585,3774466457,3511359172,1672561648,1672564556,2908
7709,3516065852,3777514571,1672634424,1672635150,726
7785,3802367797,3914290246,1672685666,1672686054,388
7727,3505219850,3909238838,1672579594,1672581486,1892
7746,3756966035,3922275416,1672563756,1672566130,2374
7503,3516011407,3370636709,1672592840,1672594385,1545
7611,3514987389,3520709480,1672680906,1672682400,1494
7753,3519700826,3489962019,1672545564,1672545907,343
7954,3910886626,3471220483,1672660553,1672662256,1703
7588,3466911760,3904408902,1672587210,1672589567,2357
7903,3244436890,3774339795,1672635196,1672637481,2285
7580,3505219850,3777717988,1672605311,1672607939,2628
7843,3501486692,3820354437,1672597127,1672599365,2238
7780,3883085535,3520183192,1672621759,1672622595,836
7644,3512720680,3365942576,1672636145,1672637505,1360
7917,3756451663,3448855696,1672621853,1672623381,1528
7582,3757682496,3883551721,1672656599,1672659936,3337
7980,3512567240,3909238838,1672642401,1672643009,608
7547,3533927138,3918056059,1672564696,1672568011,3315
7561,3501184421,3734828619,1672561402,1672562912,1510
7653,3783429780,3500803339,1672655251,1672655931,680
7807,3348261553,3311152102,1672694797,1672695143,346
7867,3783429780,3392121505,1672656117,1672657885,1768
7785,3811171116,3793338102,1672651106,1672651993,887
7592,3490191091,3757246925,1672613156,1672615930,2774
7595,3701534009,3978115672,1672665306,1672666504,1198
7508,3236102733,3757455053,1672698686,1672698782,96
7589,3501483568,3475795792,1672567149,1672567792,643
7699,3478194807,3518360734,1672533397,1672534963,1566
7622,3534553510,3430074045,1672614170,1672615394,1224
7853,3737154119,3223789409,1672648602,1672651143,2541
7968,3500658339,3206603608,1672676394,1672677555,1161
7760,3200691026,3755436115,1672623822,1672624116,294
7686,3774119563,3249791738,1672668390,1672671488,3098
7488,3475795792,3448855696,1672649583,1672652404,2821
7512,3774195321,3777079686,1672702601,1672703291,690
7971,3509453566,3783779671,1672649115,1672649456,341
7562,3736790081,3780503655,1672594765,1672598183,3418
7810,3293695955,3715492942,1672666518,1672668861,2343
7644,3755511676,3822654369,1672615154,1672618460,3306
7733,3904775198,3701146057,1672644339,1672644440,101
7952,3716537575,3802367797,1672594800,1672596752,1952
7615,3902278226,3238712269,1672650783,1672651542,759
7487,3505904952,3738274418,1672656047,1672656606,559
7644,3505201246,3500060260,1672640234,1672641530,1296
7487,3898995675,3755739653,1672619559,1672621251,1692
7493,3916289176,3855000166,1672636268,1672637880,1612
7969,3500803339,3979339287,1672687673,1672689444,1771
7632,3478194807,3454042520,1672644738,1672647816,3078
7696,3339907603,3500199935,1672666938,1672667590,652
7849,3311603601,3512837326,1672677123,1672678383,1260
7916,3779218771,3500487333,1672634328,1672636561,2233
7740,3511841857,3922275620,1672659807,1672660332,525
7842,3778305740,3298288268,1672575848,1672576618,770
7852,3231056870,3756966035,1672658810,1672660059,1249
7636,3716197887,3352603894,1672693785,1672694545,760
7885,3511435497,3783239924,1672682108,1672684501,2393
7706,3792177074,3510594211,1672555963,1672558472,2509
7567,3520183192,3811694763,1672659652,1672663112,3460
7740,3811171116,3534729133,1672620275,1672620740,465
7489,3714504419,3209027249,1672548844,1672549214,370
7568,3337544549,3617734118,1672633530,1672634684,1154
7899,3512969370,3514128943,1672610509,1672612582,2073
7868,3484995752,3777455223,1672620326,1672622218,1892
7694,3511359172,3533748232,1672649980,1672650515,535
7732,3500729955,3278365525,1672604027,1672604446,419
7585,3291227780,3701190899,1672679778,1672681411,1633
7581,3500060260,3512969370,1672642658,1672645163,2505
7808,3517963492,3519912874,1672571127,1672572263,1136
7776,3628819436,3417970574,1672536776,1672537035,259
7592,3520165601,3792384220,1672579623,1672581240,1617
7713,3922275416,3738274418,1672700200,1672703768,3568
7591,3772544062,3311065516,1672537507,1672540292,2785
7692,3412980697,3514472925,1672679750,1672680774,1024
7548,3608633356,3359239884,1672684208,1672686752,2544
7662,3735733948,3668005723,1672611173,1672614277,3104
7629,3516223597,3311627628,1672564072,1672564198,126
7537,3505201246,3779528381,1672545547,1672545924,377
7511,3311324983,3399911573,1672594963,1672595217,254
7726,3914290246,3337544549,1672652377,1672655004,2627
7981,3402943525,3519700826,1672626540,1672627421,881
7655,3332072298,3500578848,1672558082,1672559497,1415
7740,3533025282,3400918687,1672621761,1672625277,3516
7573,3428674539,3516223597,1672652900,1672653244,344
7706,3772337814,3533193862,1672664095,1672666072,1977
7935,3715974031,3737079798,1672678250,1672681746,3496
7698,3792473331,3360506772,1672585659,1672588742,3083
7762,3520756859,3783429780,1672614053,1672616066,2013
7981,3454042520,3756451663,1672641996,1672643953,1957
7630,3520376528,3534702203,1672684810,1672685971,1161
7856,3428964059,3770851318,1672645011,1672647117,2106
7548,3716900301,3357483218,1672684360,1672686469,2109
7887,3428964059,3793389510,1672598327,1672599994,1667
7506,3394330287,3774045700,1672690585,1672692839,2254
7507,3839849341,3399911573,1672599869,1672602293,2424
7498,3760509236,3776800213,1672700394,1672703503,3109
7849,3624761861,3401627165,1672675482,1672676280,798
7885,3793086311,3311603601,1672665719,1672666864,1145
7533,3792473331,3755920131,1672629845,1672630817,972
7546,3780365428,3418728074,1672568840,1672569281,441
7665,3512540951,3311439795,1672693934,1672694646,712
7910,3501759100,3778980116,1672570551,1672572547,1996
7600,3514283243,3313564074,1672588120,1672589930,1810
7874,3774580701,3618045231,1672629992,1672632494,2502
7967,3931941795,3338703270,1672635171,1672636989,1818
7688,3287105466,3509352754,1672657374,1672658535,1161
7778,3757562897,3770021824,1672580114,1672581241,1127
7974,3500499542,3500994774,1672597893,1672600061,2168
7615,3922337974,3483164654,1672585840,1672588080,2240
7696,3484995752,3519700826,1672534227,1672535085,858
7837,3701146057,3475396323,1672681783,1672685064,3281
7981,3780609808,3550946908,1672537758,1672538439,681
7943,3514245078,3711973519,1672619343,1672622471,3128
7608,3791997875,3807987001,1672574298,1672575215,917
7745,3792253549,3882291183,1672576029,1672577640,1611
7513,3606987130,3760183458,1672695793,1672696064,271
7540,3666457294,3772309150,1672628549,1672629002,453
7824,3828432634,3517864478,1672631951,1672632229,278
7683,3362000049,3793086311,1672597273,1672599008,1735
7583,3311648200,3933210486,1672574797,1672575038,241
7798,3683766533,3367902229,1672538879,1672540060,1181
7815,3315583351,3427283336,1672689523,1672692278,2755
7618,3311415018,3701190899,1672696115,1672697026,911
7979,3972709319,3778308417,1672649454,1672651858,2404
7965,3855000166,3731419510,1672651884,1672653807,1923
7533,3734496778,3760992710,1672680168,1672680655,487
7774,3201324715,3851190615,1672634761,1672636910,2149
7955,3356860407,3736419952,1672685205,1672686848,1643
7888,3756027749,3855000166,1672605373,1672608496,3123
7756,3374559242,3780788622,1672640366,1672643719,3353
7875,3809059934,3533653428,1672561845,1672562255,410
7516,3512837326,3389115045,1672564754,1672566602,1848
7759,3517077106,3297463265,1672541152,1672542539,1387
7803,3360506772,3774556560,1672690644,1672691607,963
7795,3756453423,3509604974,1672595094,1672596624,1530
7785,3332072298,3637008488,1672561701,1672562647,946
7661,3505000737,3777455223,1672636665,1672638687,2022
7836,3509352754,3513201436,1672682794,1672684394,1600
7927,3662180254,3714504419,1672587531,1672587792,261
7859,3701178711,3385763781,1672590190,1672590550,360
7766,3755392666,3757151210,1672563451,1672563560,109
7830,3859663348,3247815299,1672648318,1672649417,1099
7587,3774338212,3477375368,1672676846,1672678566,1720
7874,3493507965,3339907603,1672570182,1672573075,2893
7872,3774066725,3412980697,1672545803,1672548775,2972
7493,3490191091,3791874383,1672556727,1672557136,409
7737,3500578848,3505201246,1672566056,1672569204,3148
7585,3916289176,3209383861,1672614727,1672614821,94
7578,3832902928,3311718847,1672599145,1672600786,1641
7816,3399052055,3352603894,1672678471,1672680879,2408
7717,3555214688,3937224533,1672656536,1672658810,2274
7703,3519654779,3517509185,1672552030,1672554593,2563
7957,3534492426,3770101921,1672581696,1672582004,308
7977,3882997884,3736786443,1672575907,1672578587,2680
7566,3500374658,3932051427,1672637945,1672638314,369
7840,3534729133,3201432789,1672652149,1672653291,1142
7953,3333896808,3713268590,1672667009,1672669191,2182
7631,3512683609,3417970574,1672582826,1672582903,77
7832,3510969660,3505883609,1672550428,1672551746,1318
7800,3615046771,3778780511,1672691094,1672693510,2416
7699,3391261292,3715981584,1672677204,1672679043,1839
7811,3774556560,3518260334,1672683405,1672685537,2132
7946,3533748232,3660493209,1672676972,1672677379,407
7546,3882997884,3760509236,1672659380,1672659971,591
7587,3509453566,3755511676,1672587852,1672588331,479
7715,3505873261,3515723720,1672693727,1672695453,1726
7657,3970117174,3773465237,1672685177,1672687732,2555
7492,3820354437,3520183192,1672578812,1672579767,955
7631,3534492426,3516039895,1672698033,1672701615,3582
7830,3774298222,3837094550,1672616333,1672617845,1512
7839,3826415738,3756027749,1672560139,1672561849,1710
7620,3364543015,3792177074,1672536213,1672537927,1714
7782,3200691026,3859525941,1672605142,1672605563,421
7781,3732481297,3278365525,1672597606,1672600689,3083
7585,3976633198,3703889596,1672679617,1672682275,2658
7532,3428674539,3400804807,1672648315,1672650497,2182
7681,3930797455,3432665384,1672556835,1672560010,3175
7864,3791020967,3505883609,1672537049,1672540582,3533
7980,3783083229,3417587765,1672687929,1672688388,459
7871,3738274418,3298288268,1672693943,1672696425,2482
7539,3783925755,3734828619,1672702048,1672703446,1398
7489,3534010629,3772714862,1672628009,1672630789,2780
7682,3420700674,3851190615,1672580055,1672583254,3199
7718,3510173870,3731419510,1672657399,1672659795,2396
7684,3777079686,3318166135,1672580668,1672582800,2132
7701,3287105466,3505859863,1672567518,1672569984,2466
7811,3500805881,3501692334,1672576110,1672576681,571
7747,3837094550,3520751702,1672631685,1672632063,378
7679,3500391167,3755625324,1672614914,1672616404,1490
7589,3500487333,3311627628,1672621571,1672623765,2194
7695,3882997884,3760893269,1672559952,1672560685,733
7696,3792288302,3367902229,1672549104,1672549951,847
7690,3360993964,3520888296,1672565349,1672568671,3322
7947,3489962019,3533025282,1672565223,1672567457,2234
7879,3812176780,3516514391,1672592847,1672594712,1865
7561,3828432634,3500803339,1672589843,1672591285,1442
7883,3901877072,3601879040,1672550153,1672552448,2295
7806,3783239924,3891751546,1672536990,1672538473,1483
7649,3734496778,3791115967,1672660139,1672663527,3388
7525,3976633198,3475258557,1672634582,1672637696,3114
7512,3756601594,3520012395,1672638361,1672641730,3369
7873,3711370563,3448855696,1672683760,1672686005,2245
7795,3606987130,3660493209,1672615489,1672616747,1258
7735,3515284591,3637008488,1672683085,1672684406,1321
7673,3857349323,3757455053,1672587913,1672589198,1285
7551,3500894271,3917278625,1672568884,1672570336,1452
7654,3337544549,3809916577,1672696394,1672697295,901
7817,3505145247,3737154119,1672662395,1672665695,3300
7902,3817316561,3361230905,1672668825,1672670045,1220
7604,3855937514,3472130842,1672687496,1672691021,3525
7848,3312664885,3246596716,1672655570,1672657061,1491
7886,3505973226,3634340855,1672690427,1672691340,913
7814,3409474775,3511198618,1672538368,1672538929,561
7924,3792288302,3777936328,1672588811,1672591223,2412
7974,3852391257,3783925755,1672647595,1672648933,1338
7563,3386707783,3520719611,1672533501,1672533826,325
7970,3711308224,3858918246,1672686756,1672689779,3023
7903,3915628728,3358871377,1672534212,1672536529,2317
7621,3703013906,3404384505,1672653510,1672656182,2672
7917,3514987389,3780503655,1672599870,1672601640,1770
7886,3920801189,3780365428,1672606336,1672606784,448
7546,3793086311,3837094550,1672598985,1672601963,2978
7749,3731419510,3624761861,1672606807,1672609648,2841
7576,3311324983,3383661227,1672620824,1672622368,1544
7573,3516039895,3924549929,1672618274,1672620116,1842
7820,3780639480,3244173074,1672666907,1672669894,2987
7705,3500499542,3668898102,1672611045,1672611975,930
7641,3703789494,3701274634,1672643066,1672644223,1157
7806,3510380060,3518260334,1672686307,1672688954,2647
7717,3730517636,3510703546,1672657172,1672658344,1172
7799,3857349323,3774010081,1672581751,1672585089,3338
7774,3760992710,3713808837,1672607980,1672610084,2104
7898,3738502357,3626156564,1672582174,1672582643,469
7813,3770851318,3715998609,1672692607,1672695380,2773
7902,3713349754,3505635228,1672557765,1672557875,110
7969,3793848402,3901990690,1672571052,1672571823,771
7640,3501759100,3505904952,1672650722,1672652769,2047
7820,3303705369,3772758337,1672566557,1672569416,2859
7906,3809916577,3516016437,1672572438,1672575449,3011
7893,3755436115,3394539273,1672591410,1672594866,3456
7729,3505362057,3552314511,1672626895,1672628671,1776
7677,3438645253,3505973226,1672569787,1672572015,2228
7748,3918247820,3519601612,1672542897,1672543179,282
7483,3914290246,3734737881,1672682568,1672686126,3558
7505,3481647420,3511332835,1672627318,1672629557,2239
7591,3485008994,3451432842,1672604598,1672606244,1646
7746,3922337974,3828624701,1672623564,1672624870,1306
7901,3660493209,3505098372,1672642637,1672643052,415
7873,3783429780,3358871377,1672608708,1672611264,2556
7805,3793286136,3733189298,1672624915,1672626861,1946
7559,3501364586,3715981584,1672649135,1672652295,3160
7690,3615046771,3701065786,1672687839,1672691086,3247
7551,3333896808,3800886801,1672666209,1672669555,3346
7621,3534191820,3516629436,1672565510,1672568733,3223
7862,3772309166,3800353779,1672687742,1672689799,2057
7623,3378092448,3770635361,1672694818,1672697300,2482
7785,3349613093,3383661227,1672564817,1672567374,2557
7525,3791901535,3346795719,1672655667,1672658396,2729
7568,3496269445,3510711755,1672616354,1672618118,1764
7880,3736786443,3520012395,1672611477,1672612336,859
7728,3792668962,3703013906,1672664298,1672666650,2352
7574,3298433163,3236102733,1672697978,1672700129,2151
7932,3229058858,3903307060,1672571291,1672571853,562
7917,3711308224,3755920131,1672636656,1672637132,476
7974,3520376528,3517864478,1672623137,1672623887,750
7790,3394539273,3519912874,1672647782,1672649023,1241
7891,3511170269,3703718151,1672672987,1672675900,2913
7719,3773120434,3806545488,1672589797,1672590172,375
7938,3634340855,3509604974,1672576601,1672577620,1019
7739,3298288268,3760267716,1672644806,1672646375,1569
7718,3311603601,3448855696,1672565441,1672567346,1905
7702,3783531004,3662180254,1672619926,1672622693,2767
7506,3500805881,3899204805,1672618363,1672621802,3439
7755,3792668962,3819727225,1672551511,1672553804,2293
7758,3716258994,3533827120,1672648691,1672652169,3478
7980,3755511676,3426325549,1672548778,1672552172,3394
7689,3223789409,3925402713,1672604143,1672605088,945
7806,3500894271,3513164386,1672536118,1672537635,1517
7776,3500729955,3826760240,1672686284,1672686421,137
7904,3685187183,3500803339,1672544820,1672547902,3082
7967,3793871337,3352603894,1672599830,1672602200,2370
7500,3793436995,3313541986,1672588450,1672591607,3157
7773,3517864478,3367029997,1672559732,1672560879,1147
7753,3509933351,3890149705,1672689018,1672692143,3125
7902,3780639480,3715339701,1672539755,1672541091,1336
7748,3314836094,3481502100,1672636894,1672640110,3216
7801,3373384732,3773978034,1672606738,1672608466,1728
7598,3510937904,3301107849,1672563632,1672566305,2673
7933,3737079798,3793389510,1672584385,1672587266,2881
7880,3713208927,3517255726,1672678711,1672681508,2797
7856,3778305740,3793627961,1672623085,1672625980,2895
7747,3407673904,3311065516,1672695287,1672697013,1726
7834,3429690204,3427283336,1672672452,1672674716,2264
7765,3613995936,3853018906,1672678650,1672682094,3444
7573,3512540951,3277669002,1672700200,1672702609,2409
7574,3835382117,3637008488,1672659640,1672660640,1000
7542,3307097200,3344019610,1672625287,1672627032,1745
7608,3420432297,3476232529,1672577455,1672577709,254
7931,3338703270,3607748895,1672618215,1672619576,1361
7719,3244485293,3415443558,1672564582,1672565940,1358
7878,3492478793,3235287260,1672686147,1672689147,3000
7739,3516716179,3373384732,1672653814,1672654125,311
7738,3734828619,3716746253,1672619016,1672622038,3022
7513,3520730271,3291227780,1672608025,1672608960,935
7974,3760509236,3778980116,1672584945,1672587334,2389
7590,3360743849,3313564074,1672656795,1672659920,3125
7739,3882997884,3738502357,1672610918,1672611325,407
7825,3501364586,3512217942,1672574403,1672574948,545
7693,3276640712,3777806071,1672654090,1672657306,3216
7669,3666507626,3713349754,1672666128,1672668716,2588
7565,3396285984,3429856982,1672686473,1672689666,3193
7661,3731106822,3500199935,1672545659,1672546761,1102
7839,3793470489,3478194807,1672643655,1672645561,1906
7553,3433804879,3805519285,1672586984,1672587680,696
7919,3247428249,3510937904,1672555602,1672558875,3273
7485,3520376528,3517963492,1672533448,1672533885,437
7555,3311090974,3510247121,1672614041,1672614574,533
7586,3311871871,3505859863,1672649564,1672649685,121
7879,3773205565,3614238812,1672545993,1672547487,1494
7585,3514245078,3973560347,1672553323,1672555793,2470
7861,3701274634,3711265369,1672619916,1672622616,2700
7529,3807987001,3713969578,1672667780,1672669225,1445
7609,3922337974,3533280269,1672692676,1672693516,840
7593,3494290908,3500365158,1672578466,1672581786,3320
7734,3313564074,3247780536,1672561359,1672562084,725
7604,3496051529,3501184421,1672612992,1672615494,2502
7550,3519556068,3208844525,1672545077,1672545593,516
7483,3713969578,3311718847,1672566697,1672569472,2775
7559,3858918246,3618045231,1672544535,1672546401,1866
7543,3778266283,3338367113,1672635726,1672638998,3272
7737,3937224533,3500487333,1672577029,1672579921,2892
7747,3511163800,3472130842,1672670243,1672670653,410
7785,3713208927,3420700674,1672698291,1672701673,3382
7799,3734496778,3809484172,1672606033,1672608592,2559
7706,3473765852,3713894336,1672556270,1672558659,2389
7973,3774580701,3533626375,1672629356,1672631321,1965
7563,3500803339,3307097200,1672629963,1672633137,3174
